month,annual,nonannual,difference
1992-12-01,-0.011623250793528203,-0.00853186478616344,-0.003091386007364763
1993-01-01,-0.038245140004575066,-0.08008744308488498,0.041842303080309916
1993-02-01,0.003899890261130523,-0.052599629784932274,0.0564995200460628
1993-03-01,-0.026189521054191117,-0.000295432395476386,-0.02589408865871473
1993-04-01,0.01656349253413178,-0.04606645064059815,0.06262994317472993
1993-05-01,-0.021239392705705434,-0.06320753309101322,0.04196814038530779
1993-06-01,-0.012259588777736639,-0.016912307061678573,0.004652718283941934
1993-07-01,0.0007080525350188615,-0.021383781418762668,0.02209183395378153
1993-08-01,0.006882082704782785,0.0013562258259879473,0.005525856878794838
1993-09-01,0.009677244845925224,0.0032406234869811028,0.006436621358944121
1993-10-01,-0.02910109963917602,-0.013025385221110571,-0.016075714418065448
1993-11-01,0.008465501073129156,-0.03335366307612722,0.04181916414925638
1993-12-01,-0.009501000071991957,-0.01631741991720853,0.0068164198452165745
1994-01-01,0.011912292418275683,-0.04026144455722094,0.052173736975496626
1994-02-01,0.0012186594321162598,0.008350636756093377,-0.007131977323977117
1994-03-01,0.003206071170322006,-0.0008723666702789776,0.004078437840600984
1994-04-01,-0.009061011015226259,-0.0025507892071391126,-0.006510221808087146
1994-05-01,-0.010798952500694018,-0.032706423926923786,0.021907471426229768
1994-06-01,0.03757503001973307,0.024397626160561788,0.013177403859171283
1994-07-01,0.002084873604605314,0.007960969820731575,-0.005876096216126261
1994-08-01,0.007713352283264839,-0.03197186707198378,0.03968521935524862
1994-09-01,-0.008182604713292733,-0.02925826690750928,0.021075662194216548
1994-10-01,-0.0010497408651064894,0.004665956201704057,-0.005715697066810546
1994-11-01,0.001927591830579084,-0.001127722915409149,0.003055314745988233
1994-12-01,0.010263244596313437,5.620238524777464e-05,0.010207042211065663
1995-01-01,-0.0016461015746077473,-0.024189069174137576,0.02254296759952983
1995-02-01,-0.012052882262001817,-0.021940984823113657,0.00988810256111184
1995-03-01,-0.0020455907792542305,0.011629348054308125,-0.013674938833562356
1995-04-01,-0.013457798371374015,-0.011584694241019072,-0.0018731041303549426
1995-05-01,-0.011053087221189131,-0.006287577965187325,-0.004765509256001806
1995-06-01,-0.003831100762488663,-0.012290385084381183,0.00845928432189252
1995-07-01,-0.0023938319456804982,0.010642428970594087,-0.013036260916274585
1995-08-01,-0.006194074495868588,-0.007725291403942546,0.0015312169080739573
1995-09-01,0.000891480407485816,-0.0091805818311609,0.010072062238646717
1995-10-01,-0.001977067248984613,-0.0034199163294935213,0.001442849080508908
1995-11-01,-0.003475870659215877,0.009352728188966791,-0.012828598848182668
1995-12-01,0.01714366855555356,0.008612559241402185,0.008531109314151374
1996-01-01,-0.03802702012909382,0.0026312089882802522,-0.04065822911737407
1996-02-01,0.0038588357873694523,0.007274669494499682,-0.0034158337071302294
1996-03-01,0.014958393615511694,-0.02015734573345613,0.03511573934896782
1996-04-01,0.013303252692062645,-0.05388220446088324,0.06718545715294588
1996-05-01,-0.03640044406570426,0.004650426124861086,-0.041050870190565344
1996-06-01,0.015820869463046557,-0.0013195369872019032,0.01714040645024846
1996-07-01,0.015590717058814998,-0.004162344059003467,0.019753061117818466
1996-08-01,-0.02765402771538892,-0.03849355989218317,0.010839532176794252
1996-09-01,0.0013798958421379751,0.00043687838226911266,0.0009430174598688625
1996-10-01,0.0008559945643555713,-0.017141090305883712,0.017997084870239283
1996-11-01,0.0026032102956988438,-0.002977584612932848,0.005580794908631692
1996-12-01,0.0008983002044211895,-0.014362332548475758,0.015260632752896948
1997-01-01,-0.06782538185642167,-0.011942070345344422,-0.055883311511077255
1997-02-01,-0.013690665609975197,0.017882491422533495,-0.031573157032508695
1997-03-01,0.013203766302978252,-0.022152169536637813,0.03535593583961606
1997-04-01,0.013713674749394698,-0.033316693744580884,0.047030368493975586
1997-05-01,-0.01457737568530311,-0.023465045003008084,0.008887669317704974
1997-06-01,0.007924693875809179,-0.01422248910326731,0.022147182979076488
1997-07-01,0.00647840012816657,-0.026994544772751913,0.03347294490091848
1997-08-01,0.006737034918745232,-0.010123473476669004,0.016860508395414236
1997-09-01,-0.010857040090863362,-0.008608104839103988,-0.0022489352517593743
1997-10-01,0.02209054341655212,-0.006262069306496806,0.028352612723048926
1997-11-01,-0.00680697264913345,-0.011917126413307319,0.005110153764173869
1997-12-01,-0.015901517619717455,-0.0003405475155473618,-0.015560970104170093
1998-01-01,0.06876445563398205,-0.023419962313461537,0.09218441794744359
1998-02-01,-0.004467247462820137,-0.006296009136425751,0.001828761673605614
1998-03-01,0.008309040690882032,-0.010241453454191123,0.018550494145073156
1998-04-01,-0.0025805920368195557,-0.004546698030011741,0.0019661059931921857
1998-05-01,0.005191527108960691,-0.006777568527905089,0.01196909563686578
1998-06-01,0.013765850581987482,0.0063452686453349325,0.00742058193665255
1998-07-01,0.008466093659995823,-0.011967524736418274,0.020433618396414097
1998-08-01,-0.0034917825937752778,-0.03162409863051452,0.02813231603673924
1998-09-01,-0.008804944903900856,0.00547398836835819,-0.014278933272259046
1998-10-01,0.001458846704676102,0.01108215080475735,-0.009623304100081248
1998-11-01,-0.0034513867554069946,-0.012734900847876013,0.009283514092469018
1998-12-01,0.012335714184399042,0.015255066474076415,-0.0029193522896773724
1999-01-01,-0.011077500527990287,-0.08765534334283782,0.07657784281484753
1999-02-01,0.023811114385647668,-0.02411957842006067,0.04793069280570834
1999-03-01,-0.004081259962382872,-0.008547815888488124,0.004466555926105252
1999-04-01,-0.03206172940148841,-0.056889612854875926,0.024827883453387517
1999-05-01,-0.014419465457466548,-0.008435906591302628,-0.00598355886616392
1999-06-01,0.05194979688668619,0.03173036522303634,0.020219431663649846
1999-07-01,0.026982834595008408,0.004502783804197354,0.022480050790811053
1999-08-01,-0.010443274087271363,-0.0069475079979317116,-0.003495766089339651
1999-09-01,-0.03988419821809977,-0.07433308495852084,0.03444888674042107
1999-10-01,-0.0008936605722391321,0.012278019943487685,-0.013171680515726817
1999-11-01,0.018017118295415677,0.0143877352870059,0.0036293830084097763
1999-12-01,0.02922531030995599,-0.06794300030066854,0.09716831061062453
2000-01-01,0.00898932606826721,-0.12300445950848378,0.13199378557675098
2000-02-01,-0.05627372486571107,-0.16232173760024432,0.10604801273453325
2000-03-01,-0.02404633567727625,-0.01664667127976549,-0.007399664397510761
2000-04-01,0.019489604169861244,-0.005897556406790044,0.025387160576651288
2000-05-01,0.022353729715576316,0.0056756501110972815,0.016678079604479035
2000-06-01,0.00928436522921667,0.0034042129111149858,0.0058801523181016835
2000-07-01,0.010754650310547176,-0.028909320750989363,0.03966397106153654
2000-08-01,-0.03176210182679335,0.004672117671362268,-0.03643421949815562
2000-09-01,0.0010635145339282885,-0.02657634611708049,0.027639860651008777
2000-10-01,0.009344138223806295,-0.04557465366666831,0.054918791890474605
2000-11-01,0.0008894748772377559,-0.049683498733091774,0.05057297361032953
2000-12-01,0.038210187628736146,-0.03819968584764238,0.07640987347637852
2001-01-01,0.057384130388569675,-0.013328949572991314,0.07071307996156098
2001-02-01,-0.0028227994430276328,-0.11135851535211899,0.10853571590909136
2001-03-01,0.04582644972535726,-0.10495372190098004,0.1507801716263373
2001-04-01,0.016456074390761667,0.006600295895129928,0.00985577849563174
2001-05-01,0.004589829072534912,-0.04284296900815106,0.04743279808068597
2001-06-01,-0.0009685233936633161,-0.07539758455970436,0.07442906116604103
2001-07-01,0.008754398262637506,-0.05632199337175196,0.06507639163438947
2001-08-01,0.022106917987355746,-0.043431333244454584,0.06553825123181033
2001-09-01,0.027546088438849994,-0.059561315674039036,0.08710740411288903
2001-10-01,0.0022655850556030643,0.07283742133363383,-0.07057183627803076
2001-11-01,0.05460186689708023,-0.006435805595924382,0.06103767249300461
2001-12-01,-0.0051632534644092875,-0.01923944993680427,0.01407619647239498
2002-01-01,-0.0156992074058092,-0.0689533934593807,0.0532541860535715
2002-02-01,-0.05325335731416706,0.0068342917814706566,-0.06008764909563772
2002-03-01,-0.011246274452653165,0.008281406352563511,-0.019527680805216677
2002-04-01,0.026117194001870327,-0.027271340970738682,0.05338853497260901
2002-05-01,-0.00746013159170511,-0.015824739090704608,0.008364607498999498
2002-06-01,-0.00449116115451649,-0.013509571401352102,0.009018410246835612
2002-07-01,0.0317666922404749,-0.0016046107288492512,0.033371302969324154
2002-08-01,-0.007831376609079075,0.017603487259862743,-0.025434863868941816
2002-09-01,0.036715396380164245,0.028376324304484557,0.008339072075679688
2002-10-01,-0.014258643402203768,-0.036356926393009054,0.022098282990805285
2002-11-01,-0.04532976341741278,-0.09517811578213771,0.04984835236472493
2002-12-01,-0.29853297620995833,-0.22431721285134254,-0.0742157633586158
2003-01-01,-0.023127723410073894,-0.027949246468465992,0.004821523058392098
2003-02-01,-0.01971656720607657,0.0010841278873542932,-0.02080069509343086
2003-03-01,0.014515456676342652,0.010324427979610987,0.004191028696731665
2003-04-01,-0.020840193364819418,-0.07218181353030048,0.051341620165481064
2003-05-01,-0.08590548814633399,-0.13631785431246818,0.05041236616613419
2003-06-01,0.034259617183294525,-0.0877438458163603,0.12200346299965482
2003-07-01,-0.009301796921505755,-0.021101796578923238,0.011799999657417484
2003-08-01,-0.01890257607327281,-0.04847908787989262,0.029576511806619812
2003-09-01,-0.0351802496470265,-0.07132558330687645,0.036145333659849954
2003-10-01,-0.00013259156686709628,-0.03973949439966899,0.039606902832801896
2003-11-01,-0.026612490712253876,0.017411525412735496,-0.04402401612498937
2003-12-01,-0.008370932585796104,0.03396677732015575,-0.042337709905951856
2004-01-01,0.003825612953531579,-0.13451264265433213,0.13833825560786372
2004-02-01,0.011366569016860402,-0.0024736043532533475,0.01384017337011375
2004-03-01,0.05410711978716137,-0.013816244313818504,0.06792336410097988
2004-04-01,0.015205622124621045,-0.04790164060400978,0.06310726272863082
2004-05-01,0.020036792179455858,0.015199645284412092,0.004837146895043765
2004-06-01,-0.0025502176953972056,0.0029118077997557813,-0.005462025495152987
2004-07-01,0.021292759834126852,-0.012272807745310331,0.03356556757943718
2004-08-01,0.006114499928135366,0.008293469650793427,-0.002178969722658061
2004-09-01,-0.004505632634291781,-0.01119362452833507,0.006687991894043288
2004-10-01,-0.02098303299740792,-0.010082821688301012,-0.010900211309106907
2004-11-01,-0.0067651813584368725,0.004191483842073115,-0.010956665200509988
2004-12-01,-0.02600983547141155,-0.006255904841277318,-0.019753930630134232
2005-01-01,0.024711654384196896,-0.006013193385741713,0.03072484776993861
2005-02-01,-0.000701271066542844,-0.021981541728251355,0.02128027066170851
2005-03-01,-0.011702092960354288,-0.02107518325346473,0.009373090293110441
2005-04-01,0.02197415913016735,-0.023782260265793026,0.045756419395960375
2005-05-01,-0.017800511148180542,-0.01925011920184543,0.0014496080536648866
2005-06-01,0.015018521111827589,-0.0018065680369197673,0.016825089148747356
2005-07-01,-0.0037139723420157866,-0.005898244678962203,0.002184272336946416
2005-08-01,0.028520835522622537,-0.0016879814026332027,0.03020881692525574
2005-09-01,0.008513811511405539,0.003880568967231955,0.004633242544173584
2005-10-01,0.011405661240501644,-0.0053930885675827,0.016798749808084344
2005-11-01,0.004218354462600785,0.027293262763290756,-0.02307490830068997
2005-12-01,0.031006379104198345,-0.006696462903023018,0.03770284200722136
2006-01-01,-0.001024137331343239,-0.02172643497538626,0.020702297644043022
2006-02-01,-0.005892576757149024,-0.018579601341812652,0.012687024584663628
2006-03-01,0.004953296679670552,0.0021345671794262278,0.002818729500244324
2006-04-01,-0.03810144257681197,-0.0035633314169985636,-0.03453811115981341
2006-05-01,-0.005097714079277664,-0.032525355938018814,0.02742764185874115
2006-06-01,0.010245103731631802,-0.033072375206228424,0.043317478937860227
